analysis,target,domain_variant,control_variant,generic_seed,generic_d_n,generic_metric,generic_source_file,pool_target,eval_target,fold_seed,supervised_seed,supervised_d_n,supervised_metric,supervised_source_file,n_items,observed_generic_rho,observed_supervised_rho,observed_diff
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed17_dn8.csv,36,-0.06655081542609209,0.5121967013160937,0.5787475167421858
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed18_dn8.csv,36,-0.06655081542609209,0.516573350686475,0.5831241661125671
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed19_dn8.csv,36,-0.06655081542609209,0.5170882506124023,0.5836390660384944
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed17_dn8.csv,36,-0.06655081542609209,0.4146231653528871,0.4811739807789792
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed18_dn8.csv,36,-0.06655081542609209,0.5842826909459033,0.6508335063719954
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed19_dn8.csv,36,-0.06655081542609209,0.46250885846411777,0.5290596738902098
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed17_dn8.csv,36,-0.06655081542609209,0.35566712383422133,0.4222179392603134
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed18_dn8.csv,36,-0.06655081542609209,0.4014932172417432,0.4680440326678353
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed19_dn8.csv,36,-0.06655081542609209,0.513998851056839,0.580549666482931
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed17_dn8.csv,36,-0.08676063751873514,0.5121967013160937,0.5989573388348288
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed18_dn8.csv,36,-0.08676063751873514,0.516573350686475,0.6033339882052102
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed19_dn8.csv,36,-0.08676063751873514,0.5170882506124023,0.6038488881311375
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed17_dn8.csv,36,-0.08676063751873514,0.4146231653528871,0.5013838028716222
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed18_dn8.csv,36,-0.08676063751873514,0.5842826909459033,0.6710433284646384
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed19_dn8.csv,36,-0.08676063751873514,0.46250885846411777,0.5492694959828529
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed17_dn8.csv,36,-0.08676063751873514,0.35566712383422133,0.4424277613529565
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed18_dn8.csv,36,-0.08676063751873514,0.4014932172417432,0.48825385476047833
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed19_dn8.csv,36,-0.08676063751873514,0.513998851056839,0.600759488575574
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed17_dn8.csv,36,-0.062431616018674405,0.5121967013160937,0.5746283173347682
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed18_dn8.csv,36,-0.062431616018674405,0.516573350686475,0.5790049667051494
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed19_dn8.csv,36,-0.062431616018674405,0.5170882506124023,0.5795198666310767
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed17_dn8.csv,36,-0.062431616018674405,0.4146231653528871,0.47705478137156154
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed18_dn8.csv,36,-0.062431616018674405,0.5842826909459033,0.6467143069645778
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed19_dn8.csv,36,-0.062431616018674405,0.46250885846411777,0.5249404744827921
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed17_dn8.csv,36,-0.062431616018674405,0.35566712383422133,0.41809873985289575
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed18_dn8.csv,36,-0.062431616018674405,0.4014932172417432,0.4639248332604176
domain_contrast,Aesthetic_Appeal,accessible,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_matchedctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed19_dn8.csv,36,-0.062431616018674405,0.513998851056839,0.5764304670755134
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed17_dn8.csv,36,-0.062431616018674405,0.5121967013160937,0.5746283173347682
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed18_dn8.csv,36,-0.062431616018674405,0.516573350686475,0.5790049667051494
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed19_dn8.csv,36,-0.062431616018674405,0.5170882506124023,0.5795198666310767
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed17_dn8.csv,36,-0.062431616018674405,0.4146231653528871,0.47705478137156154
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed18_dn8.csv,36,-0.062431616018674405,0.5842826909459033,0.6467143069645778
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed19_dn8.csv,36,-0.062431616018674405,0.46250885846411777,0.5249404744827921
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed17_dn8.csv,36,-0.062431616018674405,0.35566712383422133,0.41809873985289575
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed18_dn8.csv,36,-0.062431616018674405,0.4014932172417432,0.4639248332604176
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed17_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed19_dn8.csv,36,-0.062431616018674405,0.513998851056839,0.5764304670755134
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed17_dn8.csv,36,-0.10735663455582363,0.5121967013160937,0.6195533358719174
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed18_dn8.csv,36,-0.10735663455582363,0.516573350686475,0.6239299852422987
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed19_dn8.csv,36,-0.10735663455582363,0.5170882506124023,0.6244448851682259
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed17_dn8.csv,36,-0.10735663455582363,0.4146231653528871,0.5219797999087108
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed18_dn8.csv,36,-0.10735663455582363,0.5842826909459033,0.691639325501727
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed19_dn8.csv,36,-0.10735663455582363,0.46250885846411777,0.5698654930199414
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed17_dn8.csv,36,-0.10735663455582363,0.35566712383422133,0.46302375839004495
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed18_dn8.csv,36,-0.10735663455582363,0.4014932172417432,0.5088498517975668
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed18_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed19_dn8.csv,36,-0.10735663455582363,0.513998851056839,0.6213554856126626
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed17_dn8.csv,36,-0.10014803559284265,0.5121967013160937,0.6123447369089364
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed18_dn8.csv,36,-0.10014803559284265,0.516573350686475,0.6167213862793177
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,101,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed19_dn8.csv,36,-0.10014803559284265,0.5170882506124023,0.617236286205245
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed17_dn8.csv,36,-0.10014803559284265,0.4146231653528871,0.5147712009457298
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed18_dn8.csv,36,-0.10014803559284265,0.5842826909459033,0.684430726538746
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,123,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed19_dn8.csv,36,-0.10014803559284265,0.46250885846411777,0.5626568940569604
domain_contrast,Aesthetic_Appeal,accessible,wordctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed19_dn32.csv,Aesthetic_Appeal,Aesthetic_Appeal,202,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed17_dn8.csv,36,-0.10014803559284265,0.35566712383422133,0.45581515942706397
